C10,C10
C11,C11
C12,C12
C13,C13
C14,C14
C15,C15
C16,C16
C17,C17
C18,C18
C19,vref_res
C20,coup_cap_p
C21,coup_cap_n
C22,out_ac_cap_p
C23,out_ac_cap_n
C24,adclk914_vref_cap
C25,914_coup_cap_p
C26,914_coup_cap_n
C3,C3
C31,C31
C4,C4
C40,bulk_cap_3V3_a
C41,bulk_cap_3V3_b
C42,bulk_cap_1V8_a
C43,bulk_cap_1V8_b
C44,bulk_cap_2V5_b
C5,C5
C6,C6
C7,C7
C8,C8
C9,C9
J1,sma_samp_clk
J2,sma_analog_out
MTG1,mounting_hole1
MTG2,mounting_hole2
MTG3,mounting_hole3
MTG4,mounting_hole4
P64,docking_connector
R10,914_pullup_p
R11,914_pullup_n
R12,DACCLK_term
R13,samp_clk_term
R2,R2
R3,R3
R4,analog_bal_resP
R5,analog_bal_resN
R6,I120_res
R7,IPTAT_res
R8,IRQ_PULLUP
T1,output_balun
T2,clock_balun
TP1,tp1
TP10,tp10
TP11,tp11
TP12,tp12
TP13,tp13
TP14,tp14
TP15,tp15
TP16,tp16
TP2,tp2
TP3,tp3
TP4,tp4
TP5,tp5
TP6,tp6
TP7,tp7
TP8,tp8
TP9,tp9
U1,fast_dac
U2,LDO
U3,clock_buffer
U4,level_shifter_out
U5,level_shifter_in
